"","編號","屋齡","建物移轉面積平方公尺","主要用途","主要建材","建築完成日期","總層數","建物分層"
"1","The serial number","room age","building shifting area square meter","the main use","main building materials","construction completes the date","total layer","building lamination"
"1040","RPVNMLTLJIOFFDA88DA","9",".11","見其他登記事項","鋼筋混凝土造","99年11月5日","九層","一層"
"1041","RPVNMLTLJIOFFDA88DA","9",".05","見其他登記事項","鋼筋混凝土造","99年11月5日","九層",NA
"1042","RPVNMLTLJIOFFDA88DA","9","42.96","見其他登記事項","鋼筋混凝土造","99年11月5日","九層",NA
"1043","RPPNMLNLJIOFFEA77DA","20","97.39","住家用","鋼筋混凝土造","89年3月28日","十三層","十二層"
"1044","RPPNMLNLJIOFFEA77DA","20","13.54","共有部分","鋼筋混凝土造","89年3月28日","十三層",NA
"1045","RPPNMLNLJIOFFEA77DA","20","8.08","共有部分","鋼筋混凝土造","89年3月28日","十三層",NA
"1046","RPPNMLNLJIOFFEA77DA","20","9.83","共有部分","鋼筋混凝土造","89年3月28日","十三層",NA
"1047","RPPNMLNLJIOFFEA77DA","20","81.81","共有部分","鋼筋混凝土造","89年3月28日","十三層",NA
"1048","RPPNMLNLJIOFFEA77DA","20","19.16","共有部分","鋼筋混凝土造","89年3月28日","十三層",NA
"1049","RPRNMLOLJIOFFFA18DA","34","100.60","住家用","鋼筋混凝土造","74年5月22日","十九層","十九層"
"1050","RPRNMLOLJIOFFFA18DA","34","17.60","共有部分","鋼筋混凝土造","74年5月22日","十九層",NA
"1051","RPRNMLOLJIOFFFA18DA","34","3.70","共有部分","鋼筋混凝土造","74年5月22日","十九層",NA
"1052","RPRNMLOLJIOFFFA18DA","34","8.00","見其他登記事項","鋼筋混凝土造","74年5月22日","十九層","地下層"
"1053","RPTPMLLLJIOFFFA28DA","36","128.24","住家用","鋼筋混凝土造","72年11月25日","七層","四層"
"1054","RPTPMLLLJIOFFFA28DA","36","19.55","共有部分","鋼筋混凝土造","72年11月25日","七層",NA
"1055","RPUOMLKLJIOFFFA18DA","36","123.26","住家用","鋼筋混凝土造","73年2月16日","七層","六層"
"1056","RPUOMLKLJIOFFFA18DA","36","16.43","共有部分","鋼筋混凝土造","73年2月16日","七層",NA
"1057","RPUNMLTKKIOFFDA78DA","30","23.82","商業用","鋼筋混凝土造","78年6月29日","二十層","十層"
"1058","RPUNMLTKKIOFFDA78DA","30","5.68","共有部分","鋼筋混凝土造","78年6月29日","二十層",NA
"1059","RPPPMLQLJIOFFFA38DA","31","99.21","商業用","鋼筋混凝土造","78年2月1日","十二層","四層"
"1060","RPPPMLQLJIOFFFA38DA","31","36.25","共有部分","鋼筋混凝土造","78年2月1日","十二層",NA
"1061","RPVPMLSLJIOFFCA88DA","23","128.45","住家用","鋼筋混凝土造","85年11月25日","十五層","十四層 電梯樓梯間"
"1062","RPVPMLSLJIOFFCA88DA","23","43.18","共有部分","鋼筋混凝土造","85年11月25日","十五層",NA
"1063","RPVPMLSLJIOFFCA88DA","23","1.17","共有部分","鋼筋混凝土造","85年11月25日","十五層",NA
"1064","RPRQMLMLJIOFFCA97DA","23","20.24","住家用","鋼筋混凝土造","86年1月24日","二十一層","二層"
"1065","RPRQMLMLJIOFFCA97DA","23","4.31","共有部分","鋼筋混凝土造","86年1月24日","二十一層",NA
"1066","RPRQMLMLJIOFFCA97DA","23","6.84","共有部分","鋼筋混凝土造","86年1月24日","二十一層",NA
"1067","RPPNMLLJKIOFFFA57DA","38","59.19","商業用","鋼筋混凝土造","70年9月18日","十二層","六層"
"1068","RPPNMLLJKIOFFFA57DA","38","11.78","共有部分","鋼筋混凝土造","70年9月18日","十二層",NA
"1069","RPOQMLMLJIOFFBA57DA","24","29.02","商業用","鋼筋混凝土造","84年9月5日","十層","三層"
"1070","RPOQMLMLJIOFFBA57DA","24","5.36","共有部分","鋼筋混凝土造","84年9月5日","十層",NA
"1071","RPOQMLMLJIOFFBA57DA","24","4.36","共有部分","鋼筋混凝土造","84年9月5日","十層",NA
"1072","RPRNMLSKJIOFFAA97DA","26","18.18","見使用執照","鋼筋混凝土造","83年3月17日","十二層","地下一層"
"1073","RPRNMLSKJIOFFAA97DA","26","37.51","見使用執照","鋼筋混凝土造","83年3月17日","十二層","地下二層"
"1074","RPQOMLSKJIOFFFA48DA","40","149.01","住家用","鋼筋混凝土造","68年10月20日","十二層","八層"
"1075","RPQOMLSKJIOFFFA48DA","40","27.98","共有部分","鋼筋混凝土造","68年10月20日","十二層",NA
"1076","RPSNMLSKJIOFFAA08DA","26","18.18","見使用執照","鋼筋混凝土造","83年3月17日","十二層","地下一層"
"1077","RPSNMLSKJIOFFAA08DA","26","37.51","見使用執照","鋼筋混凝土造","83年3月17日","十二層","地下二層"
"1078","RPTNMLSKJIOFFAA18DA","26","36.36","見使用執照","鋼筋混凝土造","83年3月17日","十二層","地下一層"
"1079","RPTNMLSKJIOFFAA18DA","26","37.51","見使用執照","鋼筋混凝土造","83年3月17日","十二層","地下二層"
"1080","RPPOMLSKJIOFFFA38DA","40","46.42","住家用","鋼筋混凝土造","68年10月20日","十二層","八層"
"1081","RPPOMLSKJIOFFFA38DA","40","7.63","共有部分","鋼筋混凝土造","68年10月20日","十二層",NA
"1082","RPVPMLPLJIOFFAA38DA","16","145.09","住家用","鋼筋混凝土造","92年9月22日","十一層","七層"
"1083","RPVPMLPLJIOFFAA38DA","16","17.47","共有部分","鋼筋混凝土造","92年9月22日","十四層",NA
"1084","RPVPMLPLJIOFFAA38DA","16","26.21","共有部分","鋼筋混凝土造","92年9月22日","十一層",NA
"1085","RPVPMLPLJIOFFAA38DA","16","72.52","共有部分","鋼筋混凝土造","92年9月22日","十四層",NA
"1086","RPTNMLQLJIOFFFA48CA",NA,"103.58","住家用","鋼筋混凝土造",NA,"五層","四層"
"1087","RPPNMLQLJIOFFFA08CA",NA,"174.86","住家用","鋼筋混凝土造",NA,"七層","三層 陽台"
"1088","RPPNMLQLJIOFFFA08CA",NA,"24.47","共有部分","鋼筋混凝土造",NA,"七層",NA
"1089","RPOTMLQLJIOFFCA38DA",NA,"48.93","住家用","鋼筋混凝土造","108年5月6日","二十層","六層"
"1090","RPOTMLQLJIOFFCA38DA",NA,"27.48","見其他登記事項","鋼筋混凝土造","108年5月6日","二十層",NA
"1091","RPWNMLLKKIOFFFA28CA","48","4.47","共有部分","鋼筋混凝土造","60年12月30日","十二層",NA
"1092","RPWNMLLKKIOFFFA28CA","43","28.70","住商用","鋼筋混凝土造","65年12月30日","十二層","二層"
"1093","RPSNMLTKJIOFFFA58CA",NA,"82.84",NA,"加強磚造",NA,"四層","三層"
"1094","RPQOMLTKJIOFFFA48CA","32","86.10","住家用","鋼筋混凝土造","76年4月23日","十四層","七層"
"1095","RPQOMLTKJIOFFFA48CA","32","31.91","共有部分","鋼筋混凝土造","76年4月23日","十四層",NA
"1096","RPRPMLMKKIOFFEA97CA","2","48.12","住家用","鋼筋混凝土造","106年12月22日","十層","七層"
"1097","RPRPMLMKKIOFFEA97CA","2","23.49","見其他登記事項","鋼筋混凝土造","106年12月22日","十層",NA
"1098","RPUNMLKLJIOFFFA97CA","35","129.28","住家用","鋼筋混凝土造","74年1月16日","十二層","九層"
"1099","RPUNMLKLJIOFFFA97CA","35","20.94","共有部分","鋼筋混凝土造","74年1月16日","十二層",NA
"1100","RPVOMLMLJIOFFEA28CA","39","45.76","見使用執照","鋼筋混凝土造","69年4月30日","八層","地下層"
"1101","RPVOMLMLJIOFFEA28CA","39",".16","共有部分","鋼筋混凝土造","69年4月30日","八層",NA
"1102","RPVPMLTKJIOFFEA98CA","38","56.88","住家用","鋼筋混凝土造","70年11月20日","八層","一層"
"1103","RPVPMLTKJIOFFEA98CA","38","16.45","共有部分","鋼筋混凝土造","70年11月20日","八層",NA
"1104","RPTRMLTJJHPFFCA78DA",NA,"116.47",NA,"加強磚造",NA,"四層","一層 二層 三層 四層"
"1105","RPVNMLTKJIOFFEA78CA","40","110.69","住家用","鋼筋混凝土造","68年12月15日","四層","四層"
"1106","RPVNMLKLJIOFFEA97CA","42","66.02","住家用","鋼筋混凝土造","66年9月13日","四層","四層"
"1107","RPTNMLKLJIOFFEA77CA","3","111.02","住家用","見其他登記事項","106年2月20日","二十五層","七層"
"1108","RPTNMLKLJIOFFEA77CA","3","54.01","見其他登記事項","見其他登記事項","106年2月20日","二十五層",NA
"1109","RPTNMLKLJIOFFEA77CA","3","15.01","見其他登記事項","見其他登記事項","106年2月20日","二十五層",NA
"1110","RPTNMLKLJIOFFEA77CA","3","13.36","見其他登記事項","見其他登記事項","106年2月20日","二十五層",NA
"1111","RPXNMLTKJIOFFEA98CA","47","83.25","住家用","鋼筋混凝土造","61年11月8日","四層","一層"
"1112","RPUNMLTKJIOFFEA68CA","11","24.25","住家用","鋼筋混凝土造","97年8月18日","七層","二層"
"1113","RPUNMLTKJIOFFEA68CA","11","11.90","共有部分","鋼筋混凝土造","97年8月18日","七層",NA
"1114","RPQNMLTKJIOFFEA28CA","11","141.09","住家用","鋼筋混凝土造","98年3月16日","六層","六層"
"1115","RPQNMLTKJIOFFEA28CA","11","47.00","共有部分","鋼筋混凝土造","98年3月16日","七層",NA
"1116","RPRNMLKLJIOFFFA67CA","35","34.10","見使用執照","鋼筋混凝土造","74年1月16日","十二層","地下層"
"1117","RPQNMLTKJIOFFEA28CA","11","24.23","共有部分","鋼筋混凝土造","98年3月16日","六層",NA
"1118","RPRNMLKLJIOFFFA67CA","35","1.31","共有部分","鋼筋混凝土造","74年1月16日","十二層",NA
"1119","RPTOMLTKJIOFFEA68CA","35","105.75","住家用","鋼筋混凝土造","73年11月7日","五層","四層"
"1120","RPTOMLTKJIOFFEA68CA","35","14.68","共有部分","鋼筋混凝土造","73年11月7日","五層",NA
"1121","RPSOMLTKJIOFFEA58CA","41","107.26","住家用","鋼筋混凝土造","67年10月19日","四層","二層"
"1122","RPQOMLKLJIOFFEA57CA","45","95.70","住家用","鋼筋混凝土造","63年9月26日","四層","三層"
"1123","RPPPMLNJKIOFFDA67CA","36","62.19","住家用","鋼筋混凝土造","72年6月27日","五層","五層"
"1124","RPQQMLOJKIOFFDA97CA","13","37.92","見其他登記事項","鋼筋混凝土造","95年8月2日","十三層","九層"
"1125","RPQQMLOJKIOFFDA97CA","13","9.56","共有部分","鋼筋混凝土造","95年8月2日","十三層",NA
"1126","RPQQMLOJKIOFFDA97CA","13","4.89","共有部分","鋼筋混凝土造","95年8月2日","十三層",NA
"1127","RPQQMLOJKIOFFDA97CA","13","2.01","共有部分","鋼筋混凝土造","95年8月2日","十三層",NA
"1128","RPOOMLKLJIOFFEA37CA",NA,"106.70","住家用","鋼筋混凝土造",NA,"四層","二層"
"1129","RPQQMLKMKIOFFEA97CA","53","85.09","住家用","加強磚造","56年3月10日",NA,"一層"
"1130","RPQQMLKMKIOFFEA97CA","53","85.09","住家用","加強磚造","56年3月10日",NA,"二層"
"1131","RPRNMLSLJIOFFEA38CA","3","22.90","見其他登記事項","鋼筋混凝土造","106年1月13日","十二層",NA
"1132","RPPNMLTJKIOFFDA08CA","15","67.58","共有部分","鋼筋混凝土造","93年11月11日","十四層",NA
"1133","RPPNMLTJKIOFFDA08CA","15","116.09","住家用","鋼筋混凝土造","93年11月11日","十三層","十二層"
"1134","RPROMLKMKIOFFDA77CA","9","403.61","住家用","鋼骨鋼筋混凝土造","100年1月12日","十七層","十一層"
"1135","RPROMLKMKIOFFDA77CA","9","93.23","見其他登記事項","鋼骨鋼筋混凝土造","100年1月12日","十七層",NA
"1136","RPROMLKMKIOFFDA77CA","9","118.10","見其他登記事項","鋼骨鋼筋混凝土造","100年1月12日","十七層",NA
"1137","RPROMLKMKIOFFDA77CA","9","8.12","見其他登記事項","鋼骨鋼筋混凝土造","100年1月12日","十七層",NA
"1138","RPROMLKMKIOFFDA77CA","9","85.25","見其他登記事項","鋼骨鋼筋混凝土造","100年1月12日","十七層",NA
"1139","RPROMLKMKIOFFDA77CA","9","11.35","見其他登記事項","鋼骨鋼筋混凝土造","100年1月12日","十七層","一層 二層"
"1140","RPROMLKMKIOFFDA77CA","9",".01","見其他登記事項","鋼骨鋼筋混凝土造","100年1月12日","十七層",NA
"1141","RPQOMLRKKIOFFDA18CA","49","92.59","住家用","加強磚造","59年11月18日","三層","三層"
"1142","RPXNMLKLJIOFFEA18CA","39","128.81","住家用","鋼筋混凝土造","69年4月29日","五層","三層"
"1143","RPOOMLMJKIOFFDA37CA","6","173.14","住家用","鋼骨鋼筋混凝土造","102年12月6日","十四層","五層"
"1144","RPOOMLMJKIOFFDA37CA","6","202.66","見其他登記事項","鋼骨鋼筋混凝土造","102年12月6日","十四層",NA
"1145","RPRQMLNJKIOFFEA08CA","49","60.89","住家用","鋼筋混凝土造","60年4月16日","四層","一層"
"1146","SPTPMLNJKIOFFDA18CA","38","110.93","住家用","鋼筋混凝土造","70年12月24日","五層","五層"
"1147","RPTPMLNJKIOFFDA08CA","38","106.12","住家用","鋼筋混凝土造","70年12月24日","五層","五層"
"1148","TPTPMLNJKIOFFDA28CA",NA,"81.60","住家用","鋼筋混凝土造",NA,"四層","四層"
"1149","RPSPMLTLJIOFFDA68CA","36","112.74","住家用","鋼筋混凝土造","72年7月1日","七層","二層"
"1150","RPSPMLTLJIOFFDA68CA","36","13.27","共有部分","鋼筋混凝土造","72年7月1日","七層",NA
"1151","RPPOMLMJKIOFFDA47CA",NA,"98.41","住家用","鋼筋混凝土造",NA,"四層","一層"
"1152","RPWPMLRLJIOFFDA88CA","41","91.40","住家用","鋼筋混凝土造","67年12月7日","五層","五層"
"1153","RPXPMLRLJIOFFDA98CA","14","26.94","見其他登記事項","鋼筋混凝土造","94年5月31日","十一層","六層"
"1154","RPXPMLRLJIOFFDA98CA","14","7.92","共有部分","鋼筋混凝土造","94年5月31日","十一層",NA
"1155","RPXPMLRLJIOFFDA98CA","14","5.20","共有部分","鋼筋混凝土造","94年5月31日","十一層",NA
"1156","RPXOMLMLJIOFFDA38CA","49","88.77","住家用","鋼筋混凝土造","59年6月25日","四層","四層"
"1157","RPWPMLPLJIOFFDA68CA","39","19.33","共有部分","鋼筋混凝土造","69年5月20日","六層",NA
"1158","RPWPMLPLJIOFFDA68CA","39","104.60","住家用","鋼筋混凝土造","69年5月20日","六層","五層"
"1159","RPPOMLSKJIOFFDA08CA","40","136.33","住家用","鋼筋混凝土造","68年12月17日","七層","二層"
"1160","RPPOMLSKJIOFFDA08CA","40","2.98","共有部分","鋼筋混凝土造","68年12月17日","七層",NA
"1161","RPUOMLSKJIOFFDA58CA",NA,"119.55","住家用","鋼筋混凝土造",NA,"四層","四層"
"1162","RPQQMLMLJIOFFDA87CA","12","30.17","住家用","鋼筋混凝土造","97年2月5日","十四層","八層"
"1163","RPQQMLMLJIOFFDA87CA","12","14.92","共有部分","鋼筋混凝土造","97年2月5日","十四層",NA
"1164","RPTNMLTKJIOFFDA48CA","2","98.63","見其他登記事項","鋼筋混凝土造","106年9月7日","九層","二層"
"1165","RPTNMLTKJIOFFDA48CA","2","32.99","見其他登記事項","鋼筋混凝土造","106年9月7日","十層",NA
"1166","RPTNMLTKJIOFFDA48CA","2","59.08","見其他登記事項","鋼筋混凝土造","106年9月7日","十層",NA
"1167","RPWNMLTKJIOFFDA78CA","34","38.35","住家用","鋼筋混凝土造","75年3月21日","七層","三層"
"1168","RPWNMLTKJIOFFDA78CA","34","9.15","共有部分","鋼筋混凝土造","75年3月21日","七層",NA
"1169","RPWNMLTKJIOFFDA78CA","34","11.39","共有部分","鋼筋混凝土造","75年3月21日","七層",NA
"1170","RPORMLPKJHPFFCA87CA","41","57.68","商業用","鋼筋混凝土造","68年1月11日","五層","二層"
"1171","RPRPMLTKJIOFFDA48CA","9","98.75","住家用","鋼筋混凝土造","99年3月25日","七層","二層"
"1172","RPRPMLTKJIOFFDA48CA","9","39.01","見其他登記事項","鋼筋混凝土造","99年3月25日","七層",NA
"1173","RPRPMLTKJIOFFDA48CA","9","41.26","見其他登記事項","鋼筋混凝土造","99年3月25日","七層",NA
"1174","RPOOMLTKJIOFFDA08CA",NA,"105.28","住家用","鋼筋混凝土造",NA,"四層","四層 陽台"
"1175","RPVNMLMLJIOFFDA08CA","26","193.53","住家用","鋼筋混凝土造","82年12月1日","十五層","七層"
"1176","RPVNMLMLJIOFFDA08CA","26","31.52","停車空間","鋼筋混凝土造","82年12月1日","十五層","地下二層"
"1177","RPVNMLMLJIOFFDA08CA","26","72.34","共有部分","鋼筋混凝土造","82年12月1日","十五層",NA
"1178","RPTNMLPJKIOFFCA97CA","43","85.13","住家用","鋼筋混凝土造","66年3月30日","四層","四層"
"1179","RPTNMLPKKIOFFCA08CA","30","32.30","商業用","鋼筋混凝土造","78年5月4日","八層","二層"
"1180","RPTNMLPKKIOFFCA08CA","30","7.90","共有部分","鋼筋混凝土造","78年5月4日","八層",NA
"1181","RPOOMLPJKIOFFCA57CA","5","94.52","住家用","鋼筋混凝土造","103年10月23日","十四層","十二層"
"1182","RPOOMLPJKIOFFCA57CA","5","40.81","見其他登記事項","鋼筋混凝土造","103年10月23日","十四層",NA
"1183","RPOOMLPJKIOFFCA57CA","5",".04","見其他登記事項","鋼筋混凝土造","103年10月23日","十四層","二層"
"1184","RPOOMLPJKIOFFCA57CA","5","41.52","見其他登記事項","鋼筋混凝土造","103年10月23日","十四層",NA
"1185","RPTPMLLKKIOFFCA87CA","11","13.89","停車空間","鋼筋混凝土造","97年11月28日","十五層","地下五層"
"1186","RPTPMLLKKIOFFCA87CA","11","25.84","共有部分","鋼筋混凝土造","97年11月28日","十五層",NA
"1187","RPTPMLLKKIOFFCA87CA","11",".51","共有部分","鋼筋混凝土造","97年11月28日","十五層",NA
"1188","RPSNMLKKKIOFFCA47CA","1","96.03","住家用","鋼筋混凝土造","107年7月18日","十五層","三層"
"1189","RPSNMLKKKIOFFCA47CA","1","50.89","見其他登記事項","鋼筋混凝土造","107年7月18日","十五層",NA
"1190","RPSNMLKKKIOFFCA47CA","1",".32","見其他登記事項","鋼筋混凝土造","107年7月18日","十五層","一層"
"1191","RPSNMLKKKIOFFCA47CA","1",".19","見其他登記事項","鋼筋混凝土造","107年7月18日","十五層",NA
"1192","RPSNMLKKKIOFFCA47CA","1","1.75","見其他登記事項","鋼筋混凝土造","107年7月18日","十五層","二層 一層"
"1193","RPSNMLKKKIOFFCA47CA","1",".96","見其他登記事項","鋼筋混凝土造","107年7月18日","十五層",NA
"1194","RPSNMLKKKIOFFCA47CA","1",".93","見其他登記事項","鋼筋混凝土造","107年7月18日","十五層","一層 二層"
"1195","RPSNMLKKKIOFFCA47CA","1",".46","見其他登記事項","鋼筋混凝土造","107年7月18日","十五層",NA
"1196","RPSNMLKKKIOFFCA47CA","1","41.04","見其他登記事項","鋼筋混凝土造","107年7月18日","十五層",NA
"1197","RPRNMLKKKIOFFCA37CA","1","83.99","住家用","鋼筋混凝土造","107年7月18日","十五層","三層"
"1198","RPRNMLKKKIOFFCA37CA","1","44.14","見其他登記事項","鋼筋混凝土造","107年7月18日","十五層",NA
"1199","RPRNMLKKKIOFFCA37CA","1",".28","見其他登記事項","鋼筋混凝土造","107年7月18日","十五層","一層"
"1200","RPRNMLKKKIOFFCA37CA","1",".17","見其他登記事項","鋼筋混凝土造","107年7月18日","十五層",NA
"1201","RPRNMLKKKIOFFCA37CA","1","1.53","見其他登記事項","鋼筋混凝土造","107年7月18日","十五層","一層 二層"
"1202","RPRNMLKKKIOFFCA37CA","1",".84","見其他登記事項","鋼筋混凝土造","107年7月18日","十五層",NA
"1203","RPRNMLKKKIOFFCA37CA","1",".82","見其他登記事項","鋼筋混凝土造","107年7月18日","十五層","一層 二層"
"1204","RPRNMLKKKIOFFCA37CA","1",".40","見其他登記事項","鋼筋混凝土造","107年7月18日","十五層",NA
"1205","RPUNMLMJKIOFFCA77CA","15","25.45","商業用","鋼筋混凝土造","93年11月17日","十一層","十層"
"1206","RPUNMLMJKIOFFCA77CA","15","7.65","共有部分","鋼筋混凝土造","93年11月17日","十一層",NA
"1207","RPUNMLMJKIOFFCA77CA","15","4.15","共有部分","鋼筋混凝土造","93年11月17日","十一層",NA
"1208","RPUNMLLKKIOFFCA77CA","20","97.83","住家用","鋼筋混凝土造","88年10月22日","十四層","六層"
"1209","RPUNMLLKKIOFFCA77CA","20","69.78","共有部分","鋼筋混凝土造","88年10月22日","十四層",NA
"1210","RPOQMLMJKIOFFCA47CA","37","32.43","商業用","鋼筋混凝土造","71年12月9日","十二層","四層"
"1211","RPOQMLMJKIOFFCA47CA","37","12.04","共有部分","鋼筋混凝土造","71年12月9日","十二層",NA
"1212","RPPPMLMJKIOFFCA47CA","8",".14","見其他登記事項","鋼筋混凝土造","100年11月23日","七層","一層"
"1213","RPPPMLMJKIOFFCA47CA","8","54.08","住家用","鋼筋混凝土造","100年11月23日","七層","三層"
"1214","RPPPMLMJKIOFFCA47CA","8","14.33","見其他登記事項","鋼筋混凝土造","100年11月23日","七層",NA
"1215","RPPPMLMJKIOFFCA47CA","8",".04","見其他登記事項","鋼筋混凝土造","100年11月23日","七層",NA
"1216","RPPPMLMJKIOFFCA47CA","8","24.09","見其他登記事項","鋼筋混凝土造","100年11月23日","九層",NA
"1217","RPPPMLMJKIOFFCA47CA","8","12.26","見其他登記事項","鋼筋混凝土造","100年11月23日","九層",NA
"1218","RPOOMLKKKIOFFCA17CA","1","58.63","住家用","鋼筋混凝土造","107年7月18日","十五層","十三層"
"1219","RPOOMLKKKIOFFCA17CA","1","29.73","見其他登記事項","鋼筋混凝土造","107年7月18日","十五層",NA
"1220","RPOOMLKKKIOFFCA17CA","1",".19","見其他登記事項","鋼筋混凝土造","107年7月18日","十五層","一層"
"1221","RPOOMLKKKIOFFCA17CA","1",".11","見其他登記事項","鋼筋混凝土造","107年7月18日","十五層",NA
"1222","RPOOMLKKKIOFFCA17CA","1","1.05","見其他登記事項","鋼筋混凝土造","107年7月18日","十五層","一層 二層"
"1223","RPOOMLKKKIOFFCA17CA","1",".57","見其他登記事項","鋼筋混凝土造","107年7月18日","十五層",NA
"1224","RPOOMLKKKIOFFCA17CA","1",".56","見其他登記事項","鋼筋混凝土造","107年7月18日","十五層","一層 二層"
"1225","RPOOMLKKKIOFFCA17CA","1",".27","見其他登記事項","鋼筋混凝土造","107年7月18日","十五層",NA
"1226","RPVOMLLKKIOFFCA97CA","1","60.62","住家用","鋼筋混凝土造","107年7月18日","十五層","十層"
"1227","RPVOMLLKKIOFFCA97CA","1","30.64","見其他登記事項","鋼筋混凝土造","107年7月18日","十五層",NA
"1228","RPVOMLLKKIOFFCA97CA","1",".19","見其他登記事項","鋼筋混凝土造","107年7月18日","十五層","一層"
"1229","RPVOMLLKKIOFFCA97CA","1",".11","見其他登記事項","鋼筋混凝土造","107年7月18日","十五層",NA
"1230","RPVOMLLKKIOFFCA97CA","1","1.05","見其他登記事項","鋼筋混凝土造","107年7月18日","十五層","一層 二層"
"1231","RPVOMLLKKIOFFCA97CA","1",".57","見其他登記事項","鋼筋混凝土造","107年7月18日","十五層",NA
"1232","RPVOMLLKKIOFFCA97CA","1",".56","見其他登記事項","鋼筋混凝土造","107年7月18日","十五層","一層 二層"
"1233","RPVOMLLKKIOFFCA97CA","1",".27","見其他登記事項","鋼筋混凝土造","107年7月18日","十五層",NA
"1234","RPVOMLLKKIOFFCA97CA","1","41.04","見其他登記事項","鋼筋混凝土造","107年7月18日","十五層",NA
"1235","RPVQMLTKJIOFFCA88CA","30","101.73","住家用","鋼筋混凝土造","78年8月8日","五層","四層"
"1236","RPVQMLTKJIOFFCA88CA","30","6.53","共有部分","鋼筋混凝土造","78年8月8日","五層",NA
"1237","RPROMLTKJIOFFCA28CA","38","102.71","住家用","鋼筋混凝土造","70年4月20日","五層","四層"
"1238","RPSOMLTKJIOFFCA38CA","12","118.49","住家用","鋼筋混凝土造","96年11月21日","十五層","十一層"
"1239","RPSOMLTKJIOFFCA38CA","12","46.24","共有部分","鋼筋混凝土造","96年11月21日","十五層",NA
"1240","RPSOMLTKJIOFFCA38CA","12","39.47","共有部分","鋼筋混凝土造","96年11月21日","十五層",NA
"1241","RPRPMLKLJIOFFCA57CA","1","41.16","住家用","鋼筋混凝土造","107年5月14日","十一層","九層"
"1242","RPRPMLKLJIOFFCA57CA","1","30.86","見其他登記事項","鋼筋混凝土造","107年5月14日","十一層",NA
"1243","RPRPMLKLJIOFFCA57CA","1","36.50","住家用","鋼筋混凝土造","107年5月14日","十一層","十層"
"1244","RPRPMLKLJIOFFCA57CA","1","29.82","見其他登記事項","鋼筋混凝土造","107年5月14日","十一層",NA
"1245","RPRPMLKLJIOFFCA57CA","1","33.65","住家用","鋼筋混凝土造","107年5月14日","十一層","十一層"
"1246","RPRPMLKLJIOFFCA57CA","1","27.49","見其他登記事項","鋼筋混凝土造","107年5月14日","十一層",NA
"1247","RPRPMLKLJIOFFCA57CA","1","41.58","住家用","鋼筋混凝土造","107年5月14日","十一層","九層"
"1248","RPRPMLKLJIOFFCA57CA","1","33.97","見其他登記事項","鋼筋混凝土造","107年5月14日","十一層",NA
"1249","RPRPMLKLJIOFFCA57CA","1","37.10","住家用","鋼筋混凝土造","107年5月14日","十一層","十層"
"1250","RPRPMLKLJIOFFCA57CA","1","30.31","見其他登記事項","鋼筋混凝土造","107年5月14日","十一層",NA
"1251","RPRPMLKLJIOFFCA57CA","1","34.24","住家用","鋼筋混凝土造","107年5月14日","十一層","十一層"
"1252","RPRPMLKLJIOFFCA57CA","1","27.97","見其他登記事項","鋼筋混凝土造","107年5月14日","十一層",NA
"1253","RPUOMLTKJIOFFCA58CA","35","54.29","見使用執照","鋼筋混凝土造","73年10月17日","七層","地下層"
"1254","RPUOMLTKJIOFFCA58CA","35","1.90","共有部分","鋼筋混凝土造","73年10月17日","七層",NA
"1255","RPUOMLTKJIOFFCA58CA","35","146.67","住家用","鋼筋混凝土造","73年10月17日","七層","五層"
"1256","RPUOMLTKJIOFFCA58CA","35","25.60","共有部分","鋼筋混凝土造","73年10月17日","七層",NA
"1257","RPXPMLSKJIOFFCA88CA","36","92.61","住家用","鋼筋混凝土造","72年6月20日","五層","二層"
"1258","RPXPMLSKJIOFFCA88CA","36","23.48","共有部分","鋼筋混凝土造","72年6月20日","五層",NA
"1259","RPSQMLSKJIOFFCA48CA","25","294.80","商業用","鋼筋混凝土造","83年10月14日","十二層","十二層"
"1260","RPSQMLSKJIOFFCA48CA","25","21.09","共有部分","鋼筋混凝土造","83年10月14日","十二層",NA
"1261","RPSQMLSKJIOFFCA48CA","25","72.69","見使用執照","鋼筋混凝土造","83年10月14日","十二層","地下四層"
"1262","RPSQMLSKJIOFFCA48CA","25",".02","共有部分","鋼筋混凝土造","83年10月14日","十二層",NA
"1263","RPOQMLTKJIOFFCA18CA","38","25.55","商業用","鋼筋混凝土造","70年7月3日","十二層","十層"
"1264","RPOQMLTKJIOFFCA18CA","38","6.21","共有部分","鋼筋混凝土造","70年7月3日","十二層",NA
"1265","RPXNMLQJKIOFFBA38CA","1","46.82","住家用","鋼筋混凝土造","107年8月22日","十層","六層"
"1266","RPXNMLQJKIOFFBA38CA","1","57.93","見其他登記事項","鋼筋混凝土造","107年8月22日","十層",NA
"1267","RPVQMLQLJIOFFCA68CA","33","101.08","住家用","鋼筋混凝土造","75年11月25日","十九層","十五層"
"1268","RPVQMLQLJIOFFCA68CA","33","27.77","共有部分","鋼筋混凝土造","75年11月25日","十九層",NA
"1269","RPVQMLQLJIOFFCA68CA","33","11.70","見其他登記事項","鋼筋混凝土造","75年11月25日","十九層","地下二層"
"1270","RPRNMLTKJIOFFCA18CA","23","103.12","住家用","鋼筋混凝土造","85年7月15日","七層","一層 電梯樓梯間"
