"","編號","屋齡","建物移轉面積平方公尺","主要用途","主要建材","建築完成日期","總層數","建物分層"
"1","The serial number","room age","building shifting area square meter","the main use","main building materials","construction completes the date","total layer","building lamination"
"239","RPOOMLQLJIOFFAA67DA","12","38.81","共有部分","鋼筋混凝土造","96年9月13日","七層",NA
"240","RPXNMLLKKIOFFFA38CA","31","4.08","共有部分","鋼筋混凝土造","77年9月30日","十二層",NA
"241","RPXNMLLKKIOFFFA38CA","31","79.37","住家用","鋼筋混凝土造","77年9月30日","十二層","十層"
"242","RPXNMLLKKIOFFFA38CA","31","10.70","共有部分","鋼筋混凝土造","77年9月30日","十二層",NA
"243","RPTRMLMJKIOFFAA97DA","27","23.63","住家用","鋼筋混凝土造","81年9月10日","十二層","八層"
"244","RPTRMLMJKIOFFAA97DA","27","8.37","共有部分","鋼筋混凝土造","81年9月10日","十二層",NA
"245","RPQNMLPLJIOFFAA67DA","22","60.32","見其他登記事項","鋼筋混凝土造","86年6月23日","十一層","十層"
"246","RPQNMLPLJIOFFAA67DA","22","10.00","共有部分","鋼筋混凝土造","86年6月23日","十一層",NA
"247","RPQNMLPLJIOFFAA67DA","22","7.71","共有部分","鋼筋混凝土造","86年6月23日","十一層",NA
"248","RPVOMLKLJIOFFEA08CA","36","94.47","住家用","鋼筋混凝土造","72年9月7日","五層","四層"
"249","RPVOMLKLJIOFFEA08CA","36","7.43","共有部分","鋼筋混凝土造","72年9月7日","五層",NA
"250","RPQOMLTKJIOFFEA38CA","62","39.00","住家用","磚造","46年10月10日",NA,"一層"
"251","RPRNMLNKJIOFFFA87CA","32","29.13","共有部分","鋼筋混凝土造","76年4月23日","十四層",NA
"252","RPRNMLNKJIOFFFA87CA","32","78.59","住家用","鋼筋混凝土造","76年4月23日","十四層","十一層"
"253","RPVOMLKKKIOFFEA08CA","42","108.83","住家用","鋼筋混凝土造","66年6月23日","四層","二層"
"254","RPQNMLNKJIOFFEA67CA","6","71.71","見其他登記事項","鋼筋混凝土造","102年11月29日","十四層","三層"
"255","RPQNMLNKJIOFFEA67CA","6","20.33","見其他登記事項","鋼筋混凝土造","102年11月29日","十四層",NA
"256","RPQNMLNKJIOFFEA67CA","6","41.12","見其他登記事項","鋼筋混凝土造","102年11月29日","十四層",NA
"257","RPXPMLTLJIOFFEA66CA","1","73.15","住家用","鋼筋混凝土造","107年7月9日","九層","一層"
"258","RPXPMLTLJIOFFEA66CA","1","30.65","見其他登記事項","鋼筋混凝土造","107年7月9日","九層",NA
"259","RPXPMLTLJIOFFEA66CA","1","37.80","見其他登記事項","鋼筋混凝土造","107年7月9日","九層",NA
"260","RPWNMLNKJIOFFEA28CA","11","92.03","住家用","鋼筋混凝土造","97年5月6日","十四層","十三層"
"261","RPWNMLNKJIOFFEA28CA","11","26.81","共有部分","鋼筋混凝土造","97年5月6日","十四層",NA
"262","RPWNMLNKJIOFFEA28CA","11","24.10","共有部分","鋼筋混凝土造","97年5月6日","十四層",NA
"263","RPWNMLNKJIOFFEA28CA","11","36.44","共有部分","鋼筋混凝土造","97年5月6日","十四層",NA
"264","RPQPMLMKJIOFFEA77CA","44","78.67","住家用","鋼筋混凝土造","65年3月31日","四層","四層 陽台"
"265","RPOOMLNKJIOFFEA57CA","35","111.30","住家用","鋼筋混凝土造","73年4月27日","七層","三層"
"266","RPOOMLNKJIOFFEA57CA","35","14.15","共有部分","鋼筋混凝土造","73年4月27日","七層",NA
"267","RPTQMLRLJIOFFDA68CA","10","29.92","住家用","鋼筋混凝土造","98年3月31日","十八層","八層"
"268","RPTQMLRLJIOFFDA68CA","10","11.05","共有部分","見其他登記事項","98年3月31日","十八層",NA
"269","RPTQMLRLJIOFFDA68CA","10","4.25","共有部分","鋼筋混凝土造","98年3月31日","十八層",NA
"270","RPXNMLQLJIOFFEA78CA","50","77.00","住家用","加強磚造","59年1月23日","三層","一層 騎樓"
"271","RPQOMLNKJIOFFEA77CA","1","32.18","住家用","鋼筋混凝土造","108年2月12日","九層","八層"
"272","RPQOMLNKJIOFFEA77CA","1","28.87","見其他登記事項","鋼筋混凝土造","108年2月12日","九層",NA
"273","RPPNMLPLJIOFFDA77CA","39","95.52","商業用","鋼筋混凝土造","69年9月22日","五層","二層"
"274","RPUQMLOKJIOFFDA38CA","32","128.45","住家用","鋼筋混凝土造","76年12月3日","六層","三層"
"275","RPUQMLOKJIOFFDA38CA","32","13.52","共有部分","鋼筋混凝土造","76年12月3日","六層",NA
"276","RPTOMLPKJIOFFDA18CA","6","172.42","住家用","鋼筋混凝土造","103年3月6日","二十一層","十六層"
"277","RPTOMLPKJIOFFDA18CA","6","32.24","見其他登記事項","鋼筋混凝土造","103年3月6日","二十一層",NA
"278","RPTOMLPKJIOFFDA18CA","6","38.03","見其他登記事項","鋼筋混凝土造","103年3月6日","二十一層",NA
"279","RPTOMLPKJIOFFDA18CA","6","45.17","見其他登記事項","鋼筋混凝土造","103年3月6日","二十一層",NA
"280","RPTNMLKLJIOFFDA67CA","12","83.53","住家用","鋼筋混凝土造","97年1月22日","八層","二層"
"281","RPTNMLKLJIOFFDA67CA","12","25.51","共有部分","鋼筋混凝土造","97年1月22日","八層",NA
"282","RPTNMLKLJIOFFDA67CA","12","40.48","共有部分","鋼筋混凝土造","97年1月22日","八層",NA
"283","RPPOMLNKJIOFFDA57CA","42","88.49","住家用","鋼筋混凝土造","66年9月16日","四層","一層"
"284","RPWOMLPKJIOFFDA48CA","48","118.42","住家用","鋼筋混凝土造","61年3月15日","四層","三層 陽台"
"285","RPSQMLMKJIOFFDA97CA",NA,"45.84","住家用","鋼筋混凝土造",NA,"四層","三層 陽台"
"286","RPSNMLQKJIOFFCA97CA","39","53.47","住家用","鋼筋混凝土造","70年1月28日","五層","五層"
"287","RPTPMLNKJIOFFCA97CA",NA,"61.49","住家用","見其他登記事項","108年6月4日","十八層","十三層"
"288","RPTPMLNKJIOFFCA97CA",NA,"59.32","見其他登記事項","見其他登記事項","108年6月4日","十八層",NA
"289","RPVPMLNKJIOFFCA18CA",NA,"156.60","住家用","見其他登記事項","108年6月4日","十八層","十三層"
"290","RPVPMLNKJIOFFCA18CA",NA,"106.98","見其他登記事項","見其他登記事項","108年6月4日","十八層",NA
"291","RPOQMLLLJIOFFDA57CA","5","210.95","見其他登記事項","鋼骨鋼筋混凝土造","103年12月4日","二十一層",NA
"292","RPOQMLLLJIOFFDA57CA","5","381.09","住家用","鋼骨鋼筋混凝土造","103年12月4日","二十一層","二十層"
"293","RPOQMLLLJIOFFDA57CA","5","82.04","見其他登記事項","鋼骨鋼筋混凝土造","103年12月4日","二十一層",NA
"294","RPWPMLNKJIOFFCA28CA",NA,"61.49","住家用","見其他登記事項","108年6月4日","十八層","四層"
"295","RPWPMLNKJIOFFCA28CA",NA,"29.54","見其他登記事項","見其他登記事項","108年6月4日","十八層",NA
"296","RPOQMLNKJIOFFCA57CA",NA,"150.17","住家用","見其他登記事項","108年6月4日","十八層","十一層"
"297","RPOQMLNKJIOFFCA57CA",NA,"101.88","見其他登記事項","見其他登記事項","108年6月4日","十八層",NA
"298","RPPQMLNKJIOFFCA67CA",NA,"61.49","住家用","見其他登記事項","108年6月4日","十八層","十四層"
"299","RPPQMLNKJIOFFCA67CA",NA,"59.32","見其他登記事項","見其他登記事項","108年6月4日","十八層",NA
"300","RPWOMLSKJIOFFBA58CA","17","3.88","共有部分","鋼筋混凝土造","92年1月22日","十四層",NA
"301","RPWOMLSKJIOFFBA58CA","17","18.26","見使用執照","鋼筋混凝土造","92年1月22日","十四層","十一層"
"302","RPWOMLSKJIOFFBA58CA","17","5.12","共有部分","鋼筋混凝土造","92年1月22日","十四層",NA
"303","RPWOMLSKJIOFFBA58CA","17","6.92","共有部分","鋼筋混凝土造","92年1月22日","十四層",NA
"304","RPWOMLNKJIOFFCA18CA","12","24.26","住家用","鋼筋混凝土造","97年1月4日","十二層","六層"
"305","RPWOMLNKJIOFFCA18CA","12","4.99","共有部分","鋼筋混凝土造","97年1月4日","十二層",NA
"306","RPWOMLNKJIOFFCA18CA","12","39.12","共有部分","鋼筋混凝土造","97年1月4日","十二層",NA
"307","RPWOMLNKJIOFFCA18CA","12","7.60","共有部分","鋼筋混凝土造","97年1月4日","十二層",NA
"308","RPXNMLOKJIOFFBA18CA","9","14.35","停車空間","鋼筋混凝土造","100年1月31日","二十三層","地下二層"
"309","RPXNMLOKJIOFFBA18CA","9",".59","見其他登記事項","鋼筋混凝土造","100年1月31日","二十三層",NA
"310","RPXNMLOKJIOFFBA18CA","9","3.17","見其他登記事項","鋼筋混凝土造","100年1月31日","二十三層",NA
"311","RPXNMLOKJIOFFBA18CA","9","15.60","見其他登記事項","鋼筋混凝土造","100年1月31日","二十三層",NA
"312","RPQOMLTKKIOFFCA28CA","16","32.40","商業用","鋼筋混凝土造","92年9月10日","五層","三層"
"313","RPQOMLTKKIOFFCA28CA","16","13.82","共有部分","鋼筋混凝土造","92年9月10日","五層",NA
"314","RPQOMLTKKIOFFCA28CA","16","6.31","共有部分","鋼筋混凝土造","92年9月10日","五層",NA
"315","RPQOMLTKKIOFFCA28CA","16","17.94","共有部分","鋼筋混凝土造","92年9月10日","五層",NA
"316","RPPNMLNKJIOFFBA27CA",NA,"57.79","住家用","鋼筋混凝土造","108年5月28日","十二層","三層"
"317","RPPNMLNKJIOFFBA27CA",NA,"67.01","見其他登記事項","鋼筋混凝土造","108年5月28日","十二層",NA
"318","RPRQMLLLJIOFFCA77CA","4","61.65","住家用","鋼筋混凝土造","104年5月22日","十層","十層"
"319","RPRQMLLLJIOFFCA77CA","4","40.36","見其他登記事項","鋼筋混凝土造","104年5月22日","十層",NA
"320","RPRQMLLLJIOFFCA77CA","4","47.15","見其他登記事項","鋼筋混凝土造","104年5月22日","十層",NA
"321","RPUNMLNKJIOFFBA77CA",NA,"137.31","住家用","鋼筋混凝土造",NA,"四層","二層 陽台"
"322","RPPOMLLLJIOFFCA37CA","13","28.61","住家用","鋼筋混凝土造","95年10月31日","十三層","七層"
"323","RPPOMLLLJIOFFCA37CA","13","13.25","共有部分","鋼筋混凝土造","95年10月31日","十三層",NA
"324","RPQOMLNKJIOFFAA37CA","9","104.83","住家用","鋼筋混凝土造","100年2月14日","十九層","五層"
"325","RPQOMLNKJIOFFAA37CA","9","24.96","見其他登記事項","見其他登記事項","100年2月14日","十九層",NA
"326","RPQOMLNKJIOFFAA37CA","9","20.11","見其他登記事項","鋼骨鋼筋混凝土造","100年2月14日","十九層",NA
"327","RPQNMLNKJIOFFBA37CA",NA,"96.75","住家用","鋼筋混凝土造","108年5月28日","十二層","八層"
"328","RPQNMLNKJIOFFBA37CA",NA,"91.74","見其他登記事項","鋼筋混凝土造","108年5月28日","十二層",NA
"329","RPPOMLNKJIOFFAA27CA","25","53.36","住家用","鋼筋混凝土造","83年12月27日","九層","五層"
"330","RPPOMLNKJIOFFAA27CA","25","23.54","見使用執照","鋼筋混凝土造","83年12月27日","九層",NA
"331","RPSPMLMKJIOFFAA57CA","2","131.77","見其他登記事項","鋼筋混凝土造","107年3月2日","五層","四層"
"332","RPSPMLMKJIOFFAA57CA","2","27.00","見其他登記事項","鋼筋混凝土造","107年3月2日","五層",NA
"333","RPSPMLMKJIOFFAA57CA","2","7.89","見其他登記事項","鋼筋混凝土造","107年3月2日","五層",NA
"334","RPSPMLMKJIOFFAA57CA","2","35.02","見其他登記事項","鋼筋混凝土造","107年3月2日","五層",NA
"335","RPSPMLMKJIOFFAA57CA","2","29.40","見其他登記事項","鋼筋混凝土造","107年3月2日","五層",NA
"336","RPQNMLNKJIOFFAA27CA","9","47.24","住家用","鋼筋混凝土造","99年8月25日","十四層","十一層"
"337","RPQNMLNKJIOFFAA27CA","9","31.86","見其他登記事項","鋼筋混凝土造","99年8月25日","十四層",NA
"338","RPQNMLNKJIOFFAA27CA","9","2.24","見其他登記事項","見其他登記事項","99年8月25日","十四層",NA
"339","RPUPMLSKJIOFFBA48CA","44","18.11","商業用","鋼筋混凝土造","64年7月30日","十一層","十層"
"340","RPUPMLSKJIOFFBA48CA","44","4.81","共有部分","鋼筋混凝土造","64年7月30日","十一層",NA
"341","RPUPMLSKJIOFFBA48CA","44","1.91","共有部分","鋼筋混凝土造","64年7月30日","十一層",NA
"342","RPPPMLKLJIOFFAA17CA",NA,"52.23","見其他登記事項","見其他登記事項","108年4月25日","十四層","九層"
"343","RPPPMLKLJIOFFAA17CA",NA,"43.54","見其他登記事項","見其他登記事項","108年4月25日","十四層",NA
"344","RPVPMLKLJIOFFAA77CA",NA,"36.71","見其他登記事項","見其他登記事項","108年4月25日","十四層","七層"
"345","RPVPMLKLJIOFFAA77CA",NA,"21.15","見其他登記事項","見其他登記事項","108年4月25日","十四層",NA
"346","RPQPMLKLJIOFFAA27CA",NA,"52.23","見其他登記事項","見其他登記事項","108年4月25日","十四層","七層"
"347","RPQPMLKLJIOFFAA27CA",NA,"43.54","見其他登記事項","見其他登記事項","108年4月25日","十四層",NA
"348","RPXPMLKLJIOFFAA97CA",NA,"44.52","見其他登記事項","見其他登記事項","108年4月25日","十四層","九層"
"349","RPXPMLKLJIOFFAA97CA",NA,"25.38","見其他登記事項","見其他登記事項","108年4月25日","十四層",NA
"350","RPWPMLKLJIOFFAA87CA",NA,"38.76","見其他登記事項","見其他登記事項","108年4月25日","十四層","八層"
"351","RPWPMLKLJIOFFAA87CA",NA,"21.89","見其他登記事項","見其他登記事項","108年4月25日","十四層",NA
"352","RPUNMLMLJIOFFAA67CA",NA,"140.77","見其他登記事項","鋼筋混凝土造","108年2月18日","十四層","十二層"
"353","RPUNMLMLJIOFFAA67CA",NA,"14.67","見其他登記事項","鋼筋混凝土造","108年2月18日","十四層",NA
"354","RPUNMLMLJIOFFAA67CA",NA,"93.40","見其他登記事項","鋼筋混凝土造","108年2月18日","十四層",NA
"355","RPUNMLMLJIOFFAA67CA",NA,"21.26","見其他登記事項","鋼筋混凝土造","108年2月18日","十四層",NA
"356","RPUNMLMLJIOFFAA67CA",NA,"31.20","見其他登記事項","鋼筋混凝土造","108年2月18日","十四層",NA
"357","RPVNMLTKJIOFFAA38CA","23","103.95","住家用","鋼筋混凝土造","85年8月15日","十二層","五層"
"358","RPVNMLTKJIOFFAA38CA","23","2.45","見使用執照","鋼筋混凝土造","85年8月15日","十二層",NA
"359","RPVNMLTKJIOFFAA38CA","23","44.99","見使用執照","鋼筋混凝土造","85年8月15日","十二層",NA
"360","RPVNMLTKJIOFFAA38CA","23","19.93","見使用執照","鋼筋混凝土造","85年8月15日","十二層",NA
"361","RPTPMLPLJIOFFAA08CA","38","59.41","住家用","鋼筋混凝土造","70年6月17日","五層","一層"
"362","RPOQMLKLJIOFFAA17CA",NA,"36.71","見其他登記事項","見其他登記事項","108年4月25日","十四層","十三層"
"363","RPOQMLKLJIOFFAA17CA",NA,"20.90","見其他登記事項","見其他登記事項","108年4月25日","十四層",NA
"364","RPVNMLMLJIOFFAA77CA","1","61.58","見其他登記事項","鋼筋混凝土造","108年2月18日","十四層","二層"
"365","RPVNMLMLJIOFFAA77CA","1","6.50","見其他登記事項","鋼筋混凝土造","108年2月18日","十四層",NA
"366","RPVNMLMLJIOFFAA77CA","1","9.40","見其他登記事項","鋼筋混凝土造","108年2月18日","十四層",NA
"367","RPVNMLMLJIOFFAA77CA","1","46.70","見其他登記事項","鋼筋混凝土造","108年2月18日","十四層",NA
"368","RPVNMLMLJIOFFAA77CA","1","13.79","見其他登記事項","鋼筋混凝土造","108年2月18日","十四層",NA
"369","RPUPMLPLJIOFFAA18CA","38","63.97","住家用","鋼筋混凝土造","70年6月17日","五層","二層"
"370","RPQOMLTKJIOFFAA97CA","5","107.23","住家用","鋼筋混凝土造","103年6月5日","十一層","二層"
"371","RPQOMLTKJIOFFAA97CA","5","15.33","見其他登記事項","鋼筋混凝土造","103年6月5日","十一層",NA
"372","RPQOMLTKJIOFFAA97CA","5","41.96","見其他登記事項","鋼筋混凝土造","103年6月5日","十一層",NA
"373","RPQOMLTKJIOFFAA97CA","5","34.68","見其他登記事項","鋼筋混凝土造","103年6月5日","十一層",NA
"374","RPSOMLTKJIOFFAA18CA","37","101.82","住家用","鋼筋混凝土造","71年11月2日","五層","五層"
"375","RPSOMLTKJIOFFAA18CA","37","8.92","共有部分","鋼筋混凝土造","71年11月2日","五層",NA
"376","RPROMLNKJIOFFAA47CA","9","95.03","住家用","鋼筋混凝土造","99年7月29日","十一層","二層"
"377","RPROMLNKJIOFFAA47CA","9","33.81","見其他登記事項","鋼筋混凝土造","99年7月29日","十一層",NA
"378","RPROMLNKJIOFFAA47CA","9","18.26","見其他登記事項","鋼筋混凝土造","99年7月29日","十一層",NA
"379","RPROMLNKJIOFFAA47CA","9",".15","見其他登記事項","鋼筋混凝土造","99年8月6日","十層","一層"
"380","RPROMLNKJIOFFAA47CA","9","10.49","見其他登記事項","鋼筋混凝土造","99年8月6日","十層",NA
"381","RPROMLNKJIOFFAA47CA","9","6.81","見其他登記事項","鋼筋混凝土造","99年8月6日","十層",NA
"382","RPSNMLTJKIOFFAA08CA","9","107.37","住家用","鋼筋混凝土造","99年11月4日","十四層","三層"
"383","RPSNMLTJKIOFFAA08CA","9","72.81","見其他登記事項","鋼筋混凝土造","99年11月4日","十四層",NA
"384","RPUNMLTJKIOFFAA28CA","9","72.62","見其他登記事項","鋼筋混凝土造","99年11月4日","十四層",NA
"385","RPUNMLTJKIOFFAA28CA","9","107.04","住家用","鋼筋混凝土造","99年11月4日","十四層","十二層"
"386","RPWPMLKKKIOFFAA87CA","51","46.32","住家用","加強磚造","58年3月22日","四層","三層"
"387","RPRNMLPKJIOFFAA57CA","1","35.09","見其他登記事項","鋼筋混凝土造","108年1月29日","七層",NA
"388","RPRNMLPKJIOFFAA57CA","1","62.65","見其他登記事項","鋼筋混凝土造","108年1月29日","七層","五層"
"389","RPPOMLMKKIOFFAA27CA","27","121.00","住家用","鋼筋混凝土造","81年9月4日","五層","二層"
"390","RPPOMLMKKIOFFAA27CA","27","8.16","共有部分","鋼筋混凝土造","81年9月4日","五層",NA
"391","RPXNMLTJKIOFFAA58CA","9","73.18","見其他登記事項","鋼筋混凝土造","99年11月4日","十四層",NA
"392","RPXNMLTJKIOFFAA58CA","9","107.88","住家用","鋼筋混凝土造","99年11月4日","十四層","十一層"
"393","RPXOMLNKJIOFFBA18CA","33","48.24","住家用","鋼筋混凝土造","75年8月5日","十二層","十層"
"394","RPXOMLNKJIOFFBA18CA","33","12.23","共有部分","鋼筋混凝土造","75年8月5日","十二層",NA
"395","RPPOMLNJKIOFFAA27CA",NA,"48.73","住家用","鋼筋混凝土造",NA,"四層","二層 陽台"
"396","RPOPMLNKJIOFFBA37CA","24","41.80","商業用","鋼筋混凝土造","84年12月18日","十一層","七層"
"397","RPOPMLNKJIOFFBA37CA","24","2.43","共有部分","鋼筋混凝土造","84年12月18日","十一層",NA
"398","RPOPMLNKJIOFFBA37CA","24","9.12","共有部分","鋼筋混凝土造","84年12月18日","十一層",NA
"399","RPWNMLKLJIOFFAA67CA","25","36.47","住家用","鋼筋混凝土造","83年12月2日","八層","五層"
"400","RPWNMLKLJIOFFAA67CA","25","35.69","見使用執照","鋼筋混凝土造","83年12月2日","八層",NA
"401","RPPNMLQKJIOFFBA57CA","35","33.41","共有部分","鋼筋混凝土造","73年6月1日","七層",NA
